9-gram	*/*	9/*	9/1:9	*/1:9	*/2:10	*/3:11	*/4:12	*/5:13	*/6:14	*/7:15	*/8:16	*/9:17	*/-9:-1
RCRITICAL	573141	0	0	0	0	0	0	573141	0	0	0	0	573141
ERCRITICA	573141	0	0	0	0	0	573141	0	0	0	0	0	0
PERCRITIC	573141	0	0	0	0	573141	0	0	0	0	0	0	0
ANDOMIZAT	573113	0	0	0	573113	0	0	0	0	0	0	0	0
DOMIZATIO	573113	0	0	0	0	0	573113	0	0	0	0	0	0
NDOMIZATI	573113	0	0	0	0	573113	0	0	0	0	0	0	0
RANDOMIZA	573113	0	0	573113	0	0	0	0	0	0	0	0	0
MPRINTING	573012	0	0	0	573012	0	0	0	0	0	0	0	573012
IMPRINTIN	573012	0	0	573012	0	0	0	0	0	0	0	0	0
DISREPUTE	572932	572932	572932	572932	0	0	0	0	0	0	0	0	572932
CONCORDAT	572919	572919	572919	572919	0	0	0	0	0	0	0	0	572919
NTERFACTU	572904	0	0	0	0	0	572904	0	0	0	0	0	0
OUNTERFAC	572904	0	0	0	572904	0	0	0	0	0	0	0	0
ERFACTUAL	572904	0	0	0	0	0	0	0	572904	0	0	0	440155
COUNTERFA	572904	0	0	572904	0	0	0	0	0	0	0	0	0
UNTERFACT	572904	0	0	0	0	572904	0	0	0	0	0	0	0
TERFACTUA	572904	0	0	0	0	0	0	572904	0	0	0	0	0
CLAMOROUS	572689	572689	572689	572689	0	0	0	0	0	0	0	0	572689
OSTRACISM	572668	572668	572668	572668	0	0	0	0	0	0	0	0	572668
EROICALLY	572571	0	0	0	572571	0	0	0	0	0	0	0	572571
HEROICALL	572571	0	0	572571	0	0	0	0	0	0	0	0	0
VERGROWTH	572447	0	0	0	572447	0	0	0	0	0	0	0	572447
OVERGROWT	572447	0	0	572447	0	0	0	0	0	0	0	0	0
UNENCUMBE	572413	0	0	572413	0	0	0	0	0	0	0	0	0
NENCUMBER	572413	0	0	0	572413	0	0	0	0	0	0	0	0
PTONSHIRE	572299	0	0	0	0	0	0	0	0	0	572299	0	572299
MPTONSHIR	572299	0	0	0	0	0	0	0	0	572299	0	0	0
THAMPTONS	572299	0	0	0	0	0	572299	0	0	0	0	0	0
HAMPTONSH	572299	0	0	0	0	0	0	572299	0	0	0	0	0
AMPTONSHI	572299	0	0	0	0	0	0	0	572299	0	0	0	0
UNICATORS	572222	0	0	0	0	0	0	572222	0	0	0	0	572222
RETROVIRU	572169	0	0	572169	0	0	0	0	0	0	0	0	0
ETROVIRUS	572169	0	0	0	572169	0	0	0	0	0	0	0	278357
OTENTIARI	572166	0	0	0	0	0	0	0	0	572166	0	0	0
GLASTONBU	572121	0	0	572121	0	0	0	0	0	0	0	0	0
LASTONBUR	572121	0	0	0	572121	0	0	0	0	0	0	0	0
ASTONBURY	572121	0	0	0	0	572121	0	0	0	0	0	0	572121
ENGROSSIN	572027	0	0	572027	0	0	0	0	0	0	0	0	0
NGROSSING	572027	0	0	0	572027	0	0	0	0	0	0	0	572027
DENIGRATE	572020	312290	312290	572020	0	0	0	0	0	0	0	0	312290
CKLEBERRY	571844	0	0	0	0	571844	0	0	0	0	0	0	571844
HUCKLEBER	571844	0	0	571844	0	0	0	0	0	0	0	0	0
UCKLEBERR	571844	0	0	0	571844	0	0	0	0	0	0	0	0
AERUGINOS	571820	0	0	571820	0	0	0	0	0	0	0	0	0
ERUGINOSA	571820	0	0	0	571820	0	0	0	0	0	0	0	571820
SCHEDULER	571772	571772	571772	571772	0	0	0	0	0	0	0	0	571772
IVISIBILI	571768	0	0	0	344444	0	227324	0	0	0	0	0	0
DIVISIBIL	571768	0	0	344444	0	227324	0	0	0	0	0	0	0
TYPESETTI	571728	0	0	571728	0	0	0	0	0	0	0	0	0
YPESETTIN	571728	0	0	0	571728	0	0	0	0	0	0	0	0
PESETTING	571728	0	0	0	0	571728	0	0	0	0	0	0	571728
CAVALCADE	571682	571682	571682	571682	0	0	0	0	0	0	0	0	571682
ECIDIVISM	571579	0	0	0	571579	0	0	0	0	0	0	0	571579
RATEPAYER	571578	108047	108047	571578	0	0	0	0	0	0	0	0	108047
OBLONGATA	571569	571569	571569	571569	0	0	0	0	0	0	0	0	571569
ITRATIONS	571525	0	0	0	355849	0	215676	0	0	0	0	0	571525
MANDARINS	571475	571475	571475	571475	0	0	0	0	0	0	0	0	571475
URCKHARDT	571442	0	0	0	571442	0	0	0	0	0	0	0	571442
BURCKHARD	571442	0	0	571442	0	0	0	0	0	0	0	0	0
PTIONABLE	571418	0	0	0	0	0	0	159041	0	412377	0	0	571418
CEPTIONAB	571418	0	0	0	0	159041	0	412377	0	0	0	0	0
EPTIONABL	571418	0	0	0	0	0	159041	0	412377	0	0	0	0
BERKOWITZ	571395	571395	571395	571395	0	0	0	0	0	0	0	0	571395
ARBAROSSA	571317	0	0	0	571317	0	0	0	0	0	0	0	571317
BARBAROSS	571317	0	0	571317	0	0	0	0	0	0	0	0	0
ARBOXYLAT	571275	0	0	0	304072	0	267203	0	0	0	0	0	0
ANDELIERS	571168	0	0	0	0	571168	0	0	0	0	0	0	571168
SIMULATES	571150	571150	571150	571150	0	0	0	0	0	0	0	0	571150
OTTENTOTS	571039	0	0	0	571039	0	0	0	0	0	0	0	571039
OMPACTNES	571002	0	0	0	571002	0	0	0	0	0	0	0	0
COMPACTNE	571002	0	0	571002	0	0	0	0	0	0	0	0	0
MPACTNESS	571002	0	0	0	0	571002	0	0	0	0	0	0	571002
DECLENSIO	570829	0	0	570829	0	0	0	0	0	0	0	0	0
ECLENSION	570829	0	0	0	570829	0	0	0	0	0	0	0	451069
RIPHOSPHA	570656	0	0	0	570656	0	0	0	0	0	0	0	0
TRIPHOSPH	570656	0	0	570656	0	0	0	0	0	0	0	0	0
BULLFIGHT	570646	195809	195809	570646	0	0	0	0	0	0	0	0	195809
AEDIATRIC	570606	0	0	0	570606	0	0	0	0	0	0	0	402228
PAEDIATRI	570606	0	0	570606	0	0	0	0	0	0	0	0	0
ROPHETICA	570601	0	0	0	570601	0	0	0	0	0	0	0	0
OPHETICAL	570601	0	0	0	0	570601	0	0	0	0	0	0	276042
JACOBITES	570521	570521	570521	570521	0	0	0	0	0	0	0	0	570521
REEDIMENS	570497	0	0	0	0	570497	0	0	0	0	0	0	0
HREEDIMEN	570497	0	0	0	570497	0	0	0	0	0	0	0	0
EEDIMENSI	570497	0	0	0	0	0	570497	0	0	0	0	0	0
THREEDIME	570497	0	0	570497	0	0	0	0	0	0	0	0	0
FIREPOWER	570360	570360	570360	570360	0	0	0	0	0	0	0	0	570360
NICODEMUS	570357	570357	570357	570357	0	0	0	0	0	0	0	0	570357
STRABISMU	570173	0	0	570173	0	0	0	0	0	0	0	0	0
TRABISMUS	570173	0	0	0	570173	0	0	0	0	0	0	0	570173
ESCENDENT	570098	0	0	0	570098	0	0	0	0	0	0	0	220060
DESCENDEN	570098	0	0	570098	0	0	0	0	0	0	0	0	0
VELAZQUEZ	570054	570054	570054	570054	0	0	0	0	0	0	0	0	570054
DIGITORUM	570037	570037	570037	570037	0	0	0	0	0	0	0	0	570037
OVERCHARG	570032	0	0	570032	0	0	0	0	0	0	0	0	0
TERJECTIO	569954	0	0	0	0	569954	0	0	0	0	0	0	0
NTERJECTI	569954	0	0	0	569954	0	0	0	0	0	0	0	0
ERJECTION	569954	0	0	0	0	0	569954	0	0	0	0	0	275781
STREATMEN	569923	0	0	0	0	569923	0	0	0	0	0	0	0
MISTREATM	569923	0	0	569923	0	0	0	0	0	0	0	0	0
ISTREATME	569923	0	0	0	569923	0	0	0	0	0	0	0	0
HYPOCHLOR	569844	0	0	569844	0	0	0	0	0	0	0	0	0
PERSUADES	569742	569742	569742	569742	0	0	0	0	0	0	0	0	569742
TACTFULLY	569672	569672	569672	569672	0	0	0	0	0	0	0	0	569672
POPULISTS	569650	569650	569650	569650	0	0	0	0	0	0	0	0	569650
EMASCULAT	569621	0	0	569621	0	0	0	0	0	0	0	0	0
BRAHMANAS	569218	569218	569218	569218	0	0	0	0	0	0	0	0	569218
PASTORATE	569011	569011	569011	569011	0	0	0	0	0	0	0	0	569011
FORMULAIC	568830	568830	568830	568830	0	0	0	0	0	0	0	0	568830
ASTROCYTE	568819	103729	103729	568819	0	0	0	0	0	0	0	0	103729
NRELIABIL	568721	0	0	0	568721	0	0	0	0	0	0	0	0
UNRELIABI	568721	0	0	568721	0	0	0	0	0	0	0	0	0
ISMEMBERE	568524	0	0	0	568524	0	0	0	0	0	0	0	0
SMEMBERED	568524	0	0	0	0	568524	0	0	0	0	0	0	568524
MUSKETEER	568504	114088	114088	568504	0	0	0	0	0	0	0	0	114088
LOOSENESS	568447	568447	568447	568447	0	0	0	0	0	0	0	0	568447
UNIVERSEL	568432	150360	150360	568432	0	0	0	0	0	0	0	0	150360
WATERLOGG	568246	0	0	568246	0	0	0	0	0	0	0	0	0
JOHANNINE	568209	568209	568209	568209	0	0	0	0	0	0	0	0	568209
UROPATHOL	568140	0	0	0	0	568140	0	0	0	0	0	0	180929
EUROPATHO	568140	0	0	0	568140	0	0	0	0	0	0	0	0
AMMATIONS	568002	0	0	0	0	0	0	568002	0	0	0	0	568002
ENGLISHWO	567933	0	0	567933	0	0	0	0	0	0	0	0	0
NGLISHWOM	567933	0	0	0	567933	0	0	0	0	0	0	0	0
RAGEMENTS	567861	0	0	0	0	0	0	0	271872	295989	0	0	567861
PHAGOCYTI	567794	0	0	567794	0	0	0	0	0	0	0	0	0
HAGOCYTIC	567794	0	0	0	567794	0	0	0	0	0	0	0	567794
YPERTHERM	567746	0	0	0	567746	0	0	0	0	0	0	0	0
PERTHERMI	567746	0	0	0	0	567746	0	0	0	0	0	0	0
ERTHERMIA	567746	0	0	0	0	0	567746	0	0	0	0	0	567746
HYPERTHER	567746	0	0	567746	0	0	0	0	0	0	0	0	0
AVAGANTLY	567744	0	0	0	0	0	0	567744	0	0	0	0	567744
RAVAGANTL	567744	0	0	0	0	0	567744	0	0	0	0	0	0
EXPEDITED	567653	567653	567653	567653	0	0	0	0	0	0	0	0	567653
FARMSTEAD	567633	304781	304781	567633	0	0	0	0	0	0	0	0	304781
WATERTOWN	567571	567571	567571	567571	0	0	0	0	0	0	0	0	567571
ACCORDION	567481	567481	567481	567481	0	0	0	0	0	0	0	0	567481
ESCALATOR	567386	388565	388565	567386	0	0	0	0	0	0	0	0	388565
NIGERIANS	567314	567314	567314	567314	0	0	0	0	0	0	0	0	567314
MICRONESI	567250	0	0	567250	0	0	0	0	0	0	0	0	0
ICRONESIA	567250	0	0	0	567250	0	0	0	0	0	0	0	422443
PROTEINAS	567176	0	0	567176	0	0	0	0	0	0	0	0	0
ROTEINASE	567176	0	0	0	567176	0	0	0	0	0	0	0	379295
LETHARGIC	567074	567074	567074	567074	0	0	0	0	0	0	0	0	567074
GOLDFIELD	567059	231551	231551	567059	0	0	0	0	0	0	0	0	231551
ASSIFIERS	566867	0	0	0	0	566867	0	0	0	0	0	0	566867
UANTIFIAB	566755	0	0	0	566755	0	0	0	0	0	0	0	0
ANTIFIABL	566755	0	0	0	0	566755	0	0	0	0	0	0	0
QUANTIFIA	566755	0	0	566755	0	0	0	0	0	0	0	0	0
ECCLESIAE	566731	566731	566731	566731	0	0	0	0	0	0	0	0	566731
OPAMINERG	566662	0	0	0	566662	0	0	0	0	0	0	0	0
AMINERGIC	566662	0	0	0	0	0	566662	0	0	0	0	0	566662
PAMINERGI	566662	0	0	0	0	566662	0	0	0	0	0	0	0
DOPAMINER	566662	0	0	566662	0	0	0	0	0	0	0	0	0
SCULTURAL	566497	0	0	0	0	0	0	566497	0	0	0	0	566497
CONDORCET	566372	566372	566372	566372	0	0	0	0	0	0	0	0	566372
OUNTERINT	566196	0	0	0	566196	0	0	0	0	0	0	0	0
TERICIDAL	566181	0	0	0	0	0	566181	0	0	0	0	0	566181
BACTERICI	566181	0	0	566181	0	0	0	0	0	0	0	0	0
ACTERICID	566181	0	0	0	566181	0	0	0	0	0	0	0	0
CTERICIDA	566181	0	0	0	0	566181	0	0	0	0	0	0	0
KEYSTROKE	566161	241071	241071	566161	0	0	0	0	0	0	0	0	241071
REFUTABLE	566141	0	0	0	0	566141	0	0	0	0	0	0	566141
RREFUTABL	566141	0	0	0	566141	0	0	0	0	0	0	0	0
IRREFUTAB	566141	0	0	566141	0	0	0	0	0	0	0	0	0
FORECASTL	566114	0	0	566114	0	0	0	0	0	0	0	0	0
ORECASTLE	566114	0	0	0	566114	0	0	0	0	0	0	0	566114
CUSHIONED	566060	566060	566060	566060	0	0	0	0	0	0	0	0	566060
ROACTIVEL	566050	0	0	0	208007	0	358043	0	0	0	0	0	0
HOMOLOGUE	566040	275879	275879	566040	0	0	0	0	0	0	0	0	275879
IGESTIBIL	565934	0	0	0	565934	0	0	0	0	0	0	0	0
DIGESTIBI	565934	0	0	565934	0	0	0	0	0	0	0	0	0
KARLSRUHE	565817	565817	565817	565817	0	0	0	0	0	0	0	0	565817
ECIPHERIN	565762	0	0	0	565762	0	0	0	0	0	0	0	0
CIPHERING	565762	0	0	0	0	565762	0	0	0	0	0	0	565762
DECIPHERI	565762	0	0	565762	0	0	0	0	0	0	0	0	0
EWSGROUPS	565761	0	0	0	565761	0	0	0	0	0	0	0	565761
UNWORKABL	565751	0	0	565751	0	0	0	0	0	0	0	0	0
NWORKABLE	565751	0	0	0	565751	0	0	0	0	0	0	0	565751
COALESCED	565654	565654	565654	565654	0	0	0	0	0	0	0	0	565654
LAVEHOLDI	565600	0	0	0	565600	0	0	0	0	0	0	0	0
VEHOLDING	565600	0	0	0	0	0	565600	0	0	0	0	0	565600
AVEHOLDIN	565600	0	0	0	0	565600	0	0	0	0	0	0	0
STRIOUSLY	565486	0	0	0	0	0	0	565486	0	0	0	0	565486
USTRIOUSL	565486	0	0	0	0	0	565486	0	0	0	0	0	0
INOPHILIC	565480	0	0	0	0	0	565480	0	0	0	0	0	565480
MAHOMEDAN	565472	357560	357560	565472	0	0	0	0	0	0	0	0	357560
EEVALUATE	565424	0	0	0	565424	0	0	0	0	0	0	0	357072
ICALIZATI	565417	0	0	0	0	0	402841	0	0	0	162576	0	0
OTENTIATE	565384	0	0	0	565384	0	0	0	0	0	0	0	247113
HALLMARKS	565267	565267	565267	565267	0	0	0	0	0	0	0	0	565267
SELFISHLY	565219	364890	364890	364890	0	200329	0	0	0	0	0	0	565219
PERMAFROS	565182	0	0	565182	0	0	0	0	0	0	0	0	0
ERMAFROST	565182	0	0	0	565182	0	0	0	0	0	0	0	565182
GILCHRIST	565085	565085	565085	565085	0	0	0	0	0	0	0	0	565085
RACTURING	564960	0	0	0	564960	0	0	0	0	0	0	0	564960
FRACTURIN	564960	0	0	564960	0	0	0	0	0	0	0	0	0
MENAGERIE	564953	564953	564953	564953	0	0	0	0	0	0	0	0	564953
RPOPULATI	564803	0	0	0	0	0	564803	0	0	0	0	0	0
PUNCTURES	564716	564716	564716	564716	0	0	0	0	0	0	0	0	564716
NCRETENES	564691	0	0	0	0	564691	0	0	0	0	0	0	0
CONCRETEN	564691	0	0	564691	0	0	0	0	0	0	0	0	0
ONCRETENE	564691	0	0	0	564691	0	0	0	0	0	0	0	0
ARPENTIER	564676	0	0	0	286961	277715	0	0	0	0	0	0	564676
NAUTHORIS	564560	0	0	0	564560	0	0	0	0	0	0	0	0
NEUROBLAS	564549	0	0	564549	0	0	0	0	0	0	0	0	0
EUROBLAST	564549	0	0	0	564549	0	0	0	0	0	0	0	0
BRIGHTENI	564533	0	0	564533	0	0	0	0	0	0	0	0	0
KEYBOARDS	564489	564489	564489	564489	0	0	0	0	0	0	0	0	564489
TERCURREN	564315	0	0	0	0	222355	0	341960	0	0	0	0	0
NTERCURRE	564315	0	0	0	222355	0	341960	0	0	0	0	0	0
SPIELBERG	564145	442300	442300	564145	0	0	0	0	0	0	0	0	442300
MOURNFULL	564046	0	0	564046	0	0	0	0	0	0	0	0	0
OURNFULLY	564046	0	0	0	564046	0	0	0	0	0	0	0	564046
ANSLITERA	563894	0	0	0	0	563894	0	0	0	0	0	0	0
TRANSLITE	563894	0	0	563894	0	0	0	0	0	0	0	0	0
NSLITERAT	563894	0	0	0	0	0	563894	0	0	0	0	0	0
RANSLITER	563894	0	0	0	563894	0	0	0	0	0	0	0	0
ERMANTOWN	563888	0	0	0	563888	0	0	0	0	0	0	0	563888
GERMANTOW	563888	0	0	563888	0	0	0	0	0	0	0	0	0
ERITABILI	563807	0	0	0	563807	0	0	0	0	0	0	0	0
HERITABIL	563807	0	0	563807	0	0	0	0	0	0	0	0	0
ONJUNCTUR	563663	0	0	0	563663	0	0	0	0	0	0	0	0
CONJUNCTU	563663	0	0	563663	0	0	0	0	0	0	0	0	0
NJUNCTURE	563663	0	0	0	0	563663	0	0	0	0	0	0	453195
EPHROPATH	563584	0	0	0	563584	0	0	0	0	0	0	0	0
NEPHROPAT	563584	0	0	563584	0	0	0	0	0	0	0	0	0
PHROPATHY	563584	0	0	0	0	563584	0	0	0	0	0	0	563584
ENSCONCED	563549	563549	563549	563549	0	0	0	0	0	0	0	0	563549
HORYLATED	563479	0	0	0	0	0	0	0	563479	0	0	0	563479
PHORYLATE	563479	0	0	0	0	0	0	563479	0	0	0	0	0
ARGINALIS	563459	0	0	0	563459	0	0	0	0	0	0	0	0
FIRELIGHT	563439	563439	563439	563439	0	0	0	0	0	0	0	0	563439
UTERIZATI	563380	0	0	0	0	177419	0	385961	0	0	0	0	0
NUTRIMENT	563346	563346	563346	563346	0	0	0	0	0	0	0	0	563346
UTHLESSNE	563079	0	0	0	563079	0	0	0	0	0	0	0	0
RUTHLESSN	563079	0	0	563079	0	0	0	0	0	0	0	0	0
PTERYGOID	563037	563037	563037	563037	0	0	0	0	0	0	0	0	563037
ARSIGHTED	562881	0	0	0	418587	144294	0	0	0	0	0	0	457385
ROPERITON	562788	0	0	0	0	0	562788	0	0	0	0	0	0
ETROPERIT	562788	0	0	0	562788	0	0	0	0	0	0	0	0
RETROPERI	562788	0	0	562788	0	0	0	0	0	0	0	0	0
TROPERITO	562788	0	0	0	0	562788	0	0	0	0	0	0	0
RINCIPALE	562779	0	0	0	562779	0	0	0	0	0	0	0	169581
ECTARIANI	562774	0	0	0	562774	0	0	0	0	0	0	0	0
CTARIANIS	562774	0	0	0	0	562774	0	0	0	0	0	0	0
HETAMINES	562603	0	0	0	0	0	562603	0	0	0	0	0	562603
NFORMABLY	562489	0	0	0	0	377953	0	184536	0	0	0	0	562489
COURTENAY	562486	562486	562486	562486	0	0	0	0	0	0	0	0	562486
ENDERINGS	562473	0	0	0	562473	0	0	0	0	0	0	0	562473
BELLOWING	562253	562253	562253	562253	0	0	0	0	0	0	0	0	562253
ENVISAGES	562216	562216	562216	562216	0	0	0	0	0	0	0	0	562216
HALATIONS	562189	0	0	0	0	562189	0	0	0	0	0	0	562189
LESPOONFU	562022	0	0	0	0	0	562022	0	0	0	0	0	0
ESPOONFUL	562022	0	0	0	0	0	0	562022	0	0	0	0	329764
BLESPOONF	562022	0	0	0	0	562022	0	0	0	0	0	0	0
PIGASTRIC	562016	0	0	0	562016	0	0	0	0	0	0	0	562016
FRONTPAGE	561943	561943	561943	561943	0	0	0	0	0	0	0	0	561943
ENTERLINE	561719	0	0	0	561719	0	0	0	0	0	0	0	561719
CENTERLIN	561719	0	0	561719	0	0	0	0	0	0	0	0	0
ANDSOMEST	561686	0	0	0	561686	0	0	0	0	0	0	0	561686
HANDSOMES	561686	0	0	561686	0	0	0	0	0	0	0	0	0
RDINATELY	561645	0	0	0	0	0	561645	0	0	0	0	0	561645
ORDINATEL	561645	0	0	0	0	561645	0	0	0	0	0	0	0
RATISLAVA	561593	0	0	0	561593	0	0	0	0	0	0	0	561593
BRATISLAV	561593	0	0	561593	0	0	0	0	0	0	0	0	0
GODOLPHIN	561435	561435	561435	561435	0	0	0	0	0	0	0	0	561435
YMORPHONU	561387	0	0	0	0	0	561387	0	0	0	0	0	0
RPHONUCLE	561387	0	0	0	0	0	0	0	0	561387	0	0	0
HONUCLEAR	561387	0	0	0	0	0	0	0	0	0	0	561387	561387
LYMORPHON	561387	0	0	0	0	561387	0	0	0	0	0	0	0
MORPHONUC	561387	0	0	0	0	0	0	561387	0	0	0	0	0
ORPHONUCL	561387	0	0	0	0	0	0	0	561387	0	0	0	0
PHONUCLEA	561387	0	0	0	0	0	0	0	0	0	561387	0	0
LTIPLEXER	561381	0	0	0	0	561381	0	0	0	0	0	0	396177
PRAYERFUL	561341	396186	396186	561341	0	0	0	0	0	0	0	0	396186
ICOLOGICA	561207	0	0	0	0	0	561207	0	0	0	0	0	0
GALLIPOLI	561074	561074	561074	561074	0	0	0	0	0	0	0	0	561074
EPIPHYSIS	561074	561074	561074	561074	0	0	0	0	0	0	0	0	561074
ERREGIONA	560983	0	0	0	0	0	560983	0	0	0	0	0	0
TERREGION	560983	0	0	0	0	560983	0	0	0	0	0	0	0
NTERREGIO	560983	0	0	0	560983	0	0	0	0	0	0	0	0
RREGIONAL	560983	0	0	0	0	0	0	560983	0	0	0	0	560983
INTERREGI	560983	0	0	560983	0	0	0	0	0	0	0	0	0
EMANGIOMA	560853	0	0	0	560853	0	0	0	0	0	0	0	330656
HEMANGIOM	560853	0	0	560853	0	0	0	0	0	0	0	0	0
XPECTORAT	560731	0	0	0	560731	0	0	0	0	0	0	0	0
VERTICULU	560658	0	0	0	0	560658	0	0	0	0	0	0	0
ERTICULUM	560658	0	0	0	0	0	560658	0	0	0	0	0	560658
AUDIENCIA	560658	560658	560658	560658	0	0	0	0	0	0	0	0	560658
TASMANIAN	560601	456021	456021	560601	0	0	0	0	0	0	0	0	456021
ACTUATORS	560601	560601	560601	560601	0	0	0	0	0	0	0	0	560601
RANSCRIBI	560500	0	0	0	560500	0	0	0	0	0	0	0	0
ANSCRIBIN	560500	0	0	0	0	560500	0	0	0	0	0	0	0
OMBSTONES	560430	0	0	0	560430	0	0	0	0	0	0	0	560430
LINGWORTH	560411	0	0	0	0	166053	162061	232297	0	0	0	0	560411
LLINGWORT	560411	0	0	0	166053	162061	232297	0	0	0	0	0	0
HALKBOARD	560346	0	0	0	560346	0	0	0	0	0	0	0	560346
CHALKBOAR	560346	0	0	560346	0	0	0	0	0	0	0	0	0
PTOTICALL	560211	0	0	0	0	0	0	560211	0	0	0	0	0
TOTICALLY	560211	0	0	0	0	0	0	0	560211	0	0	0	560211
MPTOTICAL	560211	0	0	0	0	0	560211	0	0	0	0	0	0
YMPTOTICA	560211	0	0	0	0	560211	0	0	0	0	0	0	0
SCHAFTLIC	560186	0	0	0	0	0	0	111544	0	448642	0	0	0
CHAFTLICH	560186	0	0	0	0	0	0	0	111544	0	448642	0	0
HAFTLICHE	560186	0	0	0	0	0	0	0	0	111544	0	448642	420243
SELFGOVER	560139	0	0	560139	0	0	0	0	0	0	0	0	0
ELFGOVERN	560139	0	0	0	560139	0	0	0	0	0	0	0	0
THIOPIANS	560087	0	0	0	560087	0	0	0	0	0	0	0	560087
OBLIQUITY	560072	560072	560072	560072	0	0	0	0	0	0	0	0	560072
TEAMSHIPS	560069	0	0	0	560069	0	0	0	0	0	0	0	560069
FLATTERER	559968	223147	223147	559968	0	0	0	0	0	0	0	0	223147
CKROACHES	559951	0	0	0	0	559951	0	0	0	0	0	0	559951
OCKROACHE	559951	0	0	0	559951	0	0	0	0	0	0	0	0
WORKGROUP	559865	397589	397589	559865	0	0	0	0	0	0	0	0	397589
WEIGHTLES	559863	0	0	559863	0	0	0	0	0	0	0	0	0
EIGHTLESS	559863	0	0	0	559863	0	0	0	0	0	0	0	338539
OMOLOGICA	559737	0	0	0	127141	0	432596	0	0	0	0	0	0
STOMATITI	559716	0	0	559716	0	0	0	0	0	0	0	0	0
TOMATITIS	559716	0	0	0	559716	0	0	0	0	0	0	0	559716
OETICALLY	559657	0	0	0	559657	0	0	0	0	0	0	0	559657
POETICALL	559657	0	0	559657	0	0	0	0	0	0	0	0	0
RBURDENED	559608	0	0	0	0	0	559608	0	0	0	0	0	559608
ERBURDENE	559608	0	0	0	0	559608	0	0	0	0	0	0	0
MACCABEES	559433	559433	559433	559433	0	0	0	0	0	0	0	0	559433
BREWERIES	559421	559421	559421	559421	0	0	0	0	0	0	0	0	559421
CLATTERIN	559381	0	0	559381	0	0	0	0	0	0	0	0	0
VERSIONAR	559380	0	0	0	0	559380	0	0	0	0	0	0	0
ERSIONARY	559380	0	0	0	0	0	559380	0	0	0	0	0	559380
OPHOBLAST	559359	0	0	0	0	559359	0	0	0	0	0	0	344101
ROPHOBLAS	559359	0	0	0	559359	0	0	0	0	0	0	0	0
TROPHOBLA	559359	0	0	559359	0	0	0	0	0	0	0	0	0
IEDLANDER	559348	0	0	0	0	559348	0	0	0	0	0	0	559348
RIEDLANDE	559348	0	0	0	559348	0	0	0	0	0	0	0	0
OTOTYPING	559176	0	0	0	0	559176	0	0	0	0	0	0	559176
ROTOTYPIN	559176	0	0	0	559176	0	0	0	0	0	0	0	0
ONTENDERS	559148	0	0	0	559148	0	0	0	0	0	0	0	559148
DELEGATIN	559096	0	0	559096	0	0	0	0	0	0	0	0	0
THUSIASMS	559049	0	0	0	0	559049	0	0	0	0	0	0	559049
ECTUALISM	559015	0	0	0	0	0	0	0	0	559015	0	0	559015
HUMANIZED	558959	346682	346682	346682	0	212277	0	0	0	0	0	0	558959
MMUNISTIC	558826	0	0	0	0	558826	0	0	0	0	0	0	558826
OMMUNISTI	558826	0	0	0	558826	0	0	0	0	0	0	0	0
INGERBREA	558805	0	0	0	558805	0	0	0	0	0	0	0	0
GINGERBRE	558805	0	0	558805	0	0	0	0	0	0	0	0	0
NGERBREAD	558805	0	0	0	0	558805	0	0	0	0	0	0	558805
OVERRIDES	558786	558786	558786	558786	0	0	0	0	0	0	0	0	558786
NTROUBLED	558778	0	0	0	558778	0	0	0	0	0	0	0	558778
UNTROUBLE	558778	0	0	558778	0	0	0	0	0	0	0	0	0
ENAMELLED	558752	558752	558752	558752	0	0	0	0	0	0	0	0	558752
RCHANTMEN	558744	0	0	0	0	558744	0	0	0	0	0	0	558744
ERCHANTME	558744	0	0	0	558744	0	0	0	0	0	0	0	0
DISPIRITE	558704	0	0	558704	0	0	0	0	0	0	0	0	0
ISPIRITED	558704	0	0	0	558704	0	0	0	0	0	0	0	558704
LNFORMATI	558683	0	0	558683	0	0	0	0	0	0	0	0	0
LAWFULNES	558609	0	0	442911	0	115698	0	0	0	0	0	0	0
OCHROMATO	558606	0	0	0	0	0	558606	0	0	0	0	0	0
TRANSVEST	558600	0	0	558600	0	0	0	0	0	0	0	0	0
RANSVESTI	558600	0	0	0	558600	0	0	0	0	0	0	0	0
AUGHTINES	558561	0	0	0	558561	0	0	0	0	0	0	0	0
UGHTINESS	558561	0	0	0	0	558561	0	0	0	0	0	0	558561
HEOSOPHIC	558520	0	0	0	558520	0	0	0	0	0	0	0	0
EOSOPHICA	558520	0	0	0	0	558520	0	0	0	0	0	0	0
KINGHAMSH	558511	0	0	0	0	0	558511	0	0	0	0	0	0
CKINGHAMS	558511	0	0	0	0	558511	0	0	0	0	0	0	0
ESTSELLER	558502	0	0	0	558502	0	0	0	0	0	0	0	404140
BESTSELLE	558502	0	0	558502	0	0	0	0	0	0	0	0	0
TELEPHONI	558435	0	0	558435	0	0	0	0	0	0	0	0	0
HUSBANDMA	558386	0	0	558386	0	0	0	0	0	0	0	0	0
USBANDMAN	558386	0	0	0	558386	0	0	0	0	0	0	0	558386
PLANTAGEN	558248	0	0	558248	0	0	0	0	0	0	0	0	0
ANTAGENET	558248	0	0	0	0	558248	0	0	0	0	0	0	418024
LANTAGENE	558248	0	0	0	558248	0	0	0	0	0	0	0	0
UNDERHAND	557842	391741	391741	557842	0	0	0	0	0	0	0	0	391741
